state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AL,enrollmetric,pp_stloc_raw_AL,pp_fed_raw_AL,pp_total_raw_AL,pp_site_stloc_raw_AL,pp_site_fed_raw_AL,pp_site_raw_AL,pp_centshare_stloc_raw_AL,pp_centshare_fed_raw_AL,pp_centshare_raw_AL,schoolstloc_raw_AL,schoolfed_raw_AL,schooltot_raw_AL,pp_total_norm_NERDS,pp_centshare_loc_raw_AL,pp_centshare_st_raw_AL,pp_site_loc_raw_AL,pp_site_st_raw_AL,pp_total_loc_raw_AL,pp_total_st_raw_AL,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AL,2018-2019,AL-025,AL-025-0040,DEKALB COUNTY,CROSSVILLE ELEMENTARY SCHOOL,101140,101140,1502500100000.0,10114000412,579.0,KG-03,2,579.0,Fall ADA,8671,1939,10892,7460.0,1554.0,9279,1211.0,385.0,1613.0,5020509.0,1122681.0,6306468.0,10208.1463,258.0,953.0,121.0,7339.0,379,8292,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0045,DEKALB COUNTY,CROSSVILLE HIGH SCHOOL,101140,101140,1502500100000.0,10114001860,588.0,09-12,4,588.0,Fall ADA,6893,1171,8679,5627.0,521.0,6745,1265.0,651.0,1933.0,4053084.0,688548.0,5103252.0,7996.550184,272.0,993.0,198.0,5429.0,471,6422,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0042,DEKALB COUNTY,CROSSVILLE MIDDLE SCHOOL,101140,101140,1502500100000.0,10114002357,819.0,04-08,3,819.0,Fall ADA,6191,2427,8868,5065.0,2078.0,7376,1127.0,349.0,1492.0,5070429.0,1987713.0,7262892.0,8185.430286,270.0,857.0,150.0,4915.0,419,5772,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0065,DEKALB COUNTY,FYFFE HIGH SCHOOL,101140,101140,1502500100000.0,10114000415,936.0,PK-12,4,936.0,Fall ADA,7790,1235,9879,6356.0,1046.0,8037,1434.0,189.0,1842.0,7291440.0,1155960.0,9246744.0,9195.788927,466.0,968.0,385.0,5971.0,851,6939,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0070,DEKALB COUNTY,GERALDINE SCHOOL,101140,101140,1502500100000.0,10114000416,1208.0,PK-12,4,1208.0,Fall ADA,7328,1310,9156,6000.0,1069.0,7570,1328.0,241.0,1586.0,8852224.0,1582480.0,11060448.0,8473.247585,425.0,903.0,281.0,5719.0,706,6622,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0090,DEKALB COUNTY,HENAGAR JUNIOR HIGH SCHOOL,101140,101140,1502500100000.0,10114000418,256.0,PK-08,3,256.0,Fall ADA,9072,1971,11385,7181.0,1680.0,9186,1891.0,291.0,2199.0,2322432.0,504576.0,2914560.0,10700.83355,951.0,940.0,535.0,6646.0,1486,7586,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0100,DEKALB COUNTY,IDER SCHOOL,101140,101140,1502500100000.0,10114000419,646.0,PK-12,4,646.0,Fall ADA,8990,2105,11527,7566.0,1654.0,9635,1424.0,451.0,1892.0,5807540.0,1359830.0,7446442.0,10842.74347,386.0,1038.0,896.0,6670.0,1282,7708,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0120,DEKALB COUNTY,MOON LAKE SCHOOL,101140,101140,1502500100000.0,10114000421,78.0,KG-06,2,78.0,Fall ADA,12171,3614,16578,9858.0,2802.0,13436,2313.0,812.0,3142.0,949338.0,281892.0,1293084.0,15890.53921,250.0,2063.0,301.0,9557.0,551,11620,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0130,DEKALB COUNTY,PLAINVIEW SCHOOL,101140,101140,1502500100000.0,10114000422,1239.0,PK-12,4,1239.0,Fall ADA,6910,1264,9019,5881.0,991.0,7242,1029.0,273.0,1778.0,8561490.0,1566096.0,11174541.0,8336.334495,234.0,795.0,192.0,5689.0,426,6484,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0140,DEKALB COUNTY,RUHUMA JUNIOR HIGH SCHOOL,101140,101140,1502500100000.0,10114000423,168.0,PK-08,3,168.0,Fall ADA,9713,2357,12393,7980.0,2015.0,10302,1733.0,342.0,2091.0,1631784.0,395976.0,2082024.0,11708.1941,685.0,1048.0,850.0,7130.0,1535,8178,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0150,DEKALB COUNTY,SYLVANIA SCHOOL,101140,101140,1502500100000.0,10114000424,928.0,PK-12,4,927.0,Fall ADA,7523,1259,9320,5952.0,1071.0,7545,1571.0,188.0,1775.0,6973821.0,1167093.0,8639640.0,8637.143546,700.0,871.0,178.0,5774.0,878,6645,0,0,0,0,0,0,0
AL,2018-2019,AL-025,AL-025-0170,DEKALB COUNTY,VALLEY HEAD HIGH SCHOOL,101140,101140,1502500100000.0,10114000425,469.0,PK-12,4,469.0,Fall ADA,8412,2111,10941,7047.0,1785.0,9234,1365.0,326.0,1708.0,3945228.0,990059.0,5131329.0,10257.11522,330.0,1035.0,673.0,6374.0,1003,7409,0,0,0,0,0,0,0
AL,2018-2019,AL-128,AL-128-0050,DEMOPOLIS CITY,DEMOPOLIS HIGH SCHOOL,101200,101200,1504600100000.0,10120000148,684.0,09-12,4,684.0,Fall ADA,7904,782,9168,6990.0,616.0,8088,914.0,165.0,1080.0,5406336.0,534888.0,6270912.0,9271.661888,414.0,500.0,902.0,6088.0,1316,6588,0,0,0,0,0,0,0
AL,2018-2019,AL-128,AL-128-0010,DEMOPOLIS CITY,DEMOPOLIS MIDDLE SCHOOL,101200,101200,1504600100000.0,10120000439,509.0,06-08,3,509.0,Fall ADA,6933,1528,8635,5939.0,1190.0,7304,993.0,338.0,1331.0,3528897.0,777752.0,4395215.0,8739.000013,498.0,495.0,725.0,5214.0,1224,5709,0,0,0,0,0,0,0
AL,2018-2019,AL-128,AL-128-0020,DEMOPOLIS CITY,US JONES ELEMENTARY SCHOOL,101200,101200,1504600100000.0,10120000441,522.0,03-05,2,522.0,Fall ADA,6656,1412,8262,5818.0,1044.0,7056,838.0,368.0,1206.0,3474432.0,737064.0,4312764.0,8366.236637,355.0,483.0,338.0,5480.0,693,5963,0,0,0,0,0,0,0
AL,2018-2019,AL-128,AL-128-0040,DEMOPOLIS CITY,WESTSIDE ELEMENTARY SCHOOL,101200,101200,1504600100000.0,10120000442,501.0,PK-02,2,501.0,Fall ADA,7950,2200,10352,7123.0,1601.0,8926,827.0,599.0,1426.0,3982950.0,1102200.0,5186352.0,10454.91078,346.0,481.0,452.0,6671.0,798,7152,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0012,DOTHAN CITY,BEVERLYE MAGNET SCHOOL,101230,101230,1503500100000.0,10123001499,467.0,06-08,3,467.0,Fall ADA,7398,728,8529,5881.0,694.0,6741,1516.0,35.0,1788.0,3454866.0,339976.0,3983043.0,9306.173561,759.0,757.0,1047.0,4834.0,1807,5591,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0010,DOTHAN CITY,CARVER MAGNET SCHOOL,101230,101230,1503500100000.0,10123000443,411.0,06-08,3,411.0,Fall ADA,9814,756,10963,7829.0,718.0,8702,1985.0,38.0,2261.0,4033554.0,310716.0,4505793.0,11738.62948,962.0,1023.0,1472.0,6357.0,2434,7380,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0020,DOTHAN CITY,CLOVERDALE ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123000444,416.0,PK-05,2,416.0,Fall ADA,6258,2779,9289,5000.0,2173.0,7193,1258.0,606.0,2096.0,2603328.0,1156064.0,3864224.0,10065.69143,513.0,745.0,481.0,4519.0,994,5264,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0030,DOTHAN CITY,DOTHAN HIGH SCHOOL,101230,101230,1503500100000.0,10123000445,1155.0,09-12,4,1155.0,Fall ADA,6929,1175,8586,5648.0,961.0,6853,1281.0,214.0,1733.0,8002995.0,1357125.0,9916830.0,9363.137402,564.0,717.0,714.0,4934.0,1278,5651,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0150,DOTHAN CITY,FAINE ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123000456,367.0,PK-05,2,367.0,Fall ADA,7811,2211,10275,6421.0,2060.0,8504,1390.0,151.0,1772.0,2866637.0,811437.0,3770925.0,11051.06593,575.0,815.0,640.0,5781.0,1215,6596,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0050,DOTHAN CITY,GIRARD ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123000448,294.0,PK-05,2,294.0,Fall ADA,8709,2606,11590,7222.0,2146.0,9414,1487.0,460.0,2177.0,2560446.0,766164.0,3407460.0,12365.23172,594.0,893.0,662.0,6560.0,1256,7453,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0060,DOTHAN CITY,GIRARD MIDDLE SCHOOL,101230,101230,1503500100000.0,10123000447,521.0,06-08,3,521.0,Fall ADA,7583,1606,9510,6221.0,1444.0,7749,1362.0,161.0,1761.0,3950743.0,836726.0,4954710.0,10286.55123,516.0,846.0,566.0,5655.0,1083,6500,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0070,DOTHAN CITY,GRANDVIEW ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123000449,404.0,KG-05,2,404.0,Fall ADA,7091,1748,9122,5615.0,1582.0,7242,1476.0,166.0,1879.0,2864764.0,706192.0,3685288.0,9898.797374,583.0,893.0,376.0,5239.0,959,6132,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0080,DOTHAN CITY,HEARD MAGNET SCHOOL,101230,101230,1503500100000.0,10123000450,423.0,KG-05,2,423.0,Fall ADA,7103,635,8142,5697.0,600.0,6463,1407.0,35.0,1680.0,3004569.0,268605.0,3444066.0,8919.419067,576.0,831.0,498.0,5199.0,1074,6029,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0085,DOTHAN CITY,HIDDEN LAKE ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123001447,524.0,KG-05,2,524.0,Fall ADA,8081,1309,9711,6541.0,1093.0,7717,1540.0,216.0,1994.0,4234444.0,685916.0,5088564.0,10487.42372,556.0,984.0,411.0,6130.0,967,7114,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0092,DOTHAN CITY,HIGHLANDS ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123001448,529.0,KG-05,2,529.0,Fall ADA,7544,701,8606,6048.0,649.0,6820,1496.0,52.0,1786.0,3990776.0,370829.0,4552574.0,9383.124714,601.0,895.0,544.0,5504.0,1145,6399,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0095,DOTHAN CITY,HONEYSUCKLE MIDDLE SCHOOL,101230,101230,1503500100000.0,10123001500,468.0,06-08,3,468.0,Fall ADA,8165,2110,10553,6754.0,1896.0,8689,1412.0,215.0,1864.0,3821220.0,987480.0,4938804.0,11328.88958,715.0,697.0,1148.0,5606.0,1862,6303,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0097,DOTHAN CITY,KELLY SPRINGS ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123001817,425.0,PK-05,2,425.0,Fall ADA,7947,2045,10321,6515.0,1693.0,8311,1431.0,352.0,2010.0,3377475.0,869125.0,4386425.0,11097.03675,683.0,748.0,886.0,5629.0,1570,6377,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0110,DOTHAN CITY,MONTANA STREET MAGNET SCHOOL,101230,101230,1503500100000.0,10123000452,491.0,KG-05,2,491.0,Fall ADA,6256,552,7133,5020.0,514.0,5623,1236.0,37.0,1510.0,3071696.0,271032.0,3502303.0,7911.059157,538.0,698.0,435.0,4585.0,973,5283,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0105,DOTHAN CITY,MORRIS SLINGLUFF ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123001449,372.0,PK-05,2,372.0,Fall ADA,8595,2642,11567,7086.0,2235.0,9420,1510.0,407.0,2147.0,3197340.0,982824.0,4302924.0,12342.24631,578.0,932.0,536.0,6550.0,1114,7481,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0115,DOTHAN CITY,NORTHVIEW HIGH SCHOOL,101230,101230,1503500100000.0,10123001501,1260.0,09-12,4,1260.0,Fall ADA,8167,1107,9793,6606.0,976.0,7863,1561.0,131.0,1930.0,10290420.0,1394820.0,12339180.0,10569.3717,657.0,904.0,998.0,5608.0,1656,6511,0,0,0,0,0,0,0
AL,2018-2019,AL-130,AL-130-0130,DOTHAN CITY,SELMA STREET ELEMENTARY SCHOOL,101230,101230,1503500100000.0,10123000454,440.0,KG-05,2,440.0,Fall ADA,8333,2679,11300,6805.0,2038.0,8894,1528.0,641.0,2406.0,3666520.0,1178760.0,4972000.0,12075.41569,703.0,825.0,684.0,6121.0,1387,6946,0,0,0,0,0,0,0
AL,2018-2019,AL-131,AL-131-0010,ELBA CITY,ELBA ELEMENTARY SCHOOL,101260,101260,1501600200000.0,10126000460,331.0,PK-06,2,331.0,Fall ADA,8166,1943,10647,6452.0,1627.0,8618,1713.0,316.0,2029.0,2702946.0,643133.0,3524157.0,10639.41991,495.0,1218.0,173.0,6279.0,669,7497,0,0,0,0,0,0,0
AL,2018-2019,AL-131,AL-131-0020,ELBA CITY,ELBA HIGH SCHOOL,101260,101260,1501600200000.0,10126000461,291.0,07-12,4,291.0,Fall ADA,9462,2091,12527,7256.0,1665.0,9895,2206.0,426.0,2631.0,2753442.0,608481.0,3645357.0,12518.22727,828.0,1378.0,737.0,6519.0,1566,7896,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0042,ELMORE COUNTY,AIRPORT ROAD INTERMEDIATE SCHOOL,101290,101290,1502600100000.0,10129002147,647.0,03-04,2,647.0,Fall ADA,6577,1533,8332,5175.0,1361.0,6739,1403.0,172.0,1592.0,4255319.0,991851.0,5390804.0,8694.322065,552.0,851.0,125.0,5050.0,677,5900,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0035,ELMORE COUNTY,COOSADA ELEMENTARY SCHOOL,101290,101290,1502600100000.0,10129000833,925.0,PK-02,2,925.0,Fall ADA,8049,1510,9760,6430.0,1339.0,7952,1618.0,171.0,1807.0,7445325.0,1396750.0,9028000.0,10121.41617,543.0,1075.0,126.0,6304.0,670,7379,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0005,ELMORE COUNTY,ECLECTIC ELEMENTARY SCHOOL,101290,101290,1502600100000.0,10129001768,574.0,PK-04,2,574.0,Fall ADA,7055,1493,8790,5578.0,1311.0,7114,1477.0,182.0,1676.0,4049570.0,856982.0,5045460.0,9152.031519,508.0,969.0,145.0,5433.0,653,6402,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0008,ELMORE COUNTY,ECLECTIC MIDDLE SCHOOL,101290,101290,1502600100000.0,10129001432,508.0,05-08,3,508.0,Fall ADA,6290,1454,7929,4853.0,1290.0,6312,1436.0,164.0,1617.0,3195320.0,738632.0,4027932.0,8291.57772,568.0,868.0,134.0,4719.0,703,5587,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0010,ELMORE COUNTY,ELMORE COUNTY HIGH SCHOOL,101290,101290,1502600100000.0,10129000463,459.0,09-12,4,459.0,Fall ADA,9464,999,11033,7332.0,878.0,8761,2133.0,122.0,2272.0,4343976.0,458541.0,5064147.0,11393.6086,1151.0,982.0,473.0,6859.0,1624,7840,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0018,ELMORE COUNTY,HOLTVILLE ELEMENTARY SCHOOL,101290,101290,1502600100000.0,10129001769,743.0,PK-04,2,743.0,Fall ADA,6881,1186,8274,5556.0,1037.0,6785,1324.0,148.0,1489.0,5112583.0,881198.0,6147582.0,8636.358859,426.0,898.0,71.0,5485.0,497,6384,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0020,ELMORE COUNTY,HOLTVILLE HIGH SCHOOL,101290,101290,1502600100000.0,10129000465,492.0,09-12,4,492.0,Fall ADA,8944,922,10352,7000.0,737.0,8204,1944.0,186.0,2147.0,4400448.0,453624.0,5093184.0,10713.04062,948.0,996.0,364.0,6636.0,1312,7632,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0019,ELMORE COUNTY,HOLTVILLE MIDDLE SCHOOL,101290,101290,1502600100000.0,10129001451,583.0,05-08,3,583.0,Fall ADA,6151,1724,8078,4811.0,1507.0,6504,1339.0,217.0,1574.0,3586033.0,1005092.0,4709474.0,8440.483198,490.0,849.0,92.0,4719.0,583,5568,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0023,ELMORE COUNTY,MILLBROOK MIDDLE SCHOOL,101290,101290,1502600100000.0,10129001660,1259.0,05-08,3,1259.0,Fall ADA,5836,1252,7287,4389.0,1098.0,5669,1447.0,154.0,1618.0,7347524.0,1576268.0,9174333.0,7649.984993,610.0,837.0,135.0,4254.0,745,5091,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0062,ELMORE COUNTY,REDLAND ELEMENTARY SCHOOL,101290,101290,1502600100000.0,10129002142,932.0,KG-06,2,932.0,Fall ADA,6745,747,7799,5376.0,650.0,6317,1368.0,97.0,1482.0,6286340.0,696204.0,7268668.0,8161.66019,500.0,868.0,97.0,5279.0,597,6148,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0050,ELMORE COUNTY,STANHOPE ELMORE HIGH SCHOOL,101290,101290,1502600100000.0,10129000468,1136.0,09-12,4,1136.0,Fall ADA,8097,694,9164,6555.0,591.0,7501,1543.0,103.0,1663.0,9198192.0,788384.0,10410304.0,9525.794261,542.0,1001.0,137.0,6418.0,679,7418,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0065,ELMORE COUNTY,WETUMPKA ELEMENTARY SCHOOL,101290,101290,1502600100000.0,10129000470,996.0,PK-04,2,996.0,Fall ADA,6976,1374,8599,5513.0,1205.0,6951,1462.0,169.0,1648.0,6948096.0,1368504.0,8564604.0,8961.152685,498.0,964.0,115.0,5398.0,613,6363,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0070,ELMORE COUNTY,WETUMPKA HIGH SCHOOL,101290,101290,1502600100000.0,10129000471,1179.0,09-12,4,1179.0,Fall ADA,6776,833,8039,5286.0,718.0,6418,1490.0,114.0,1622.0,7988904.0,982107.0,9477981.0,8401.507939,548.0,942.0,156.0,5130.0,705,6071,0,0,0,0,0,0,0
AL,2018-2019,AL-026,AL-026-0075,ELMORE COUNTY,WETUMPKA MIDDLE SCHOOL,101290,101290,1502600100000.0,10129000102,1000.0,05-08,3,1000.0,Fall ADA,6078,1115,7365,4587.0,978.0,5718,1492.0,137.0,1646.0,6078000.0,1115000.0,7365000.0,7727.935511,578.0,914.0,139.0,4448.0,716,5362,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0030,ENTERPRISE CITY,COPPINVILLE SCHOOL,101320,101320,1501600300000.0,10132000474,561.0,07-08,3,561.0,Fall ADA,6624,1542,8333,5383.0,1410.0,6946,1241.0,131.0,1386.0,3716064.0,865062.0,4674813.0,8773.927261,407.0,834.0,688.0,4695.0,1095,5529,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0040,ENTERPRISE CITY,DAUPHIN JUNIOR HIGH SCHOOL,101320,101320,1501600300000.0,10132000475,535.0,07-08,3,535.0,Fall ADA,6636,1051,7911,5485.0,941.0,6636,1151.0,111.0,1275.0,3550260.0,562285.0,4232385.0,8352.194969,285.0,866.0,377.0,5108.0,662,5974,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0045,ENTERPRISE CITY,ENTERPRISE EARLY EDUCATION CENTER,101320,101320,1501600300000.0,10132001867,574.0,PK-KG,1,574.0,Fall ADA,7880,1158,9083,6705.0,982.0,7719,1175.0,176.0,1365.0,4523120.0,664692.0,5213642.0,9523.451476,391.0,784.0,710.0,5995.0,1101,6779,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0050,ENTERPRISE CITY,ENTERPRISE HIGH SCHOOL,101320,101320,1501600300000.0,10132000476,2061.0,09-12,4,2061.0,Fall ADA,8619,971,10185,7226.0,835.0,8642,1393.0,136.0,1542.0,17763759.0,2001231.0,20991285.0,10624.75239,538.0,855.0,1439.0,5787.0,1977,6642,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0065,ENTERPRISE CITY,HARRAND CREEK ELEMENTARY SCHOOL,101320,101320,1501600300000.0,10132001719,492.0,01-06,2,492.0,Fall ADA,7219,1345,8655,6053.0,1167.0,7297,1166.0,178.0,1358.0,3551748.0,661740.0,4258260.0,9095.72299,318.0,848.0,378.0,5675.0,696,6523,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0070,ENTERPRISE CITY,HILLCREST ELEMENTARY SCHOOL,101320,101320,1501600300000.0,10132000478,749.0,KG-06,2,749.0,Fall ADA,7575,1225,8863,6420.0,1017.0,7488,1154.0,208.0,1376.0,5673675.0,917525.0,6638387.0,9303.591039,342.0,812.0,429.0,5991.0,771,6804,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0080,ENTERPRISE CITY,HOLLY HILL ELEMENTARY SCHOOL,101320,101320,1501600300000.0,10132000479,757.0,01-06,2,757.0,Fall ADA,6103,737,6904,5055.0,673.0,5777,1050.0,64.0,1127.0,4619971.0,557909.0,5226328.0,7345.833791,253.0,797.0,165.0,4890.0,417,5686,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0090,ENTERPRISE CITY,PINEDALE ELEMENTARY SCHOOL,101320,101320,1501600300000.0,10132000480,501.0,01-06,2,501.0,Fall ADA,7528,1263,8877,6373.0,1110.0,7556,1155.0,153.0,1321.0,3771528.0,632763.0,4447377.0,9317.582158,278.0,877.0,343.0,6030.0,621,6907,0,0,0,0,0,0,0
AL,2018-2019,AL-132,AL-132-0100,ENTERPRISE CITY,RUCKER BOULEVARD ELEMENTARY SCHOOL,101320,101320,1501600300000.0,10132000481,493.0,01-06,2,493.0,Fall ADA,7971,1755,9825,6808.0,1527.0,8421,1164.0,227.0,1404.0,3929703.0,865215.0,4843725.0,10264.98077,298.0,866.0,326.0,6482.0,624,7347,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0025,ESCAMBIA COUNTY,ESCAMBIA COUNTY HIGH SCHOOL,101350,101350,1502700300000.0,10135000484,388.0,09-12,4,388.0,Fall ADA,11156,1807,13260,9010.0,1592.0,10873,2147.0,214.0,2387.0,4328528.0,701116.0,5144880.0,13675.71851,475.0,1672.0,2791.0,6219.0,3266,7890,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0040,ESCAMBIA COUNTY,ESCAMBIA COUNTY MIDDLE SCHOOL,101350,101350,1502700300000.0,10135000485,602.0,04-08,3,602.0,Fall ADA,7266,1878,9212,5504.0,1604.0,7151,1761.0,274.0,2061.0,4374132.0,1130556.0,5545624.0,9630.286479,365.0,1396.0,971.0,4533.0,1336,5930,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0048,ESCAMBIA COUNTY,FLOMATON ELEMENTARY SCHOOL,101350,101350,1502700300000.0,10135001504,385.0,PK-06,2,385.0,Fall ADA,8273,1007,9375,6615.0,553.0,7236,1659.0,455.0,2139.0,3185105.0,387695.0,3609375.0,9793.183075,314.0,1345.0,616.0,5999.0,929,7344,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0050,ESCAMBIA COUNTY,FLOMATON HIGH SCHOOL,101350,101350,1502700300000.0,10135000487,475.0,07-12,4,475.0,Fall ADA,8496,1732,10711,6687.0,1628.0,8772,1810.0,104.0,1939.0,4035600.0,822700.0,5087725.0,11128.33554,358.0,1452.0,1173.0,5514.0,1531,6965,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0070,ESCAMBIA COUNTY,HUXFORD ELEMENTARY SCHOOL,101350,101350,1502700300000.0,10135000488,279.0,KG-06,2,279.0,Fall ADA,8679,1385,10287,6775.0,1286.0,8258,1905.0,99.0,2029.0,2421441.0,386415.0,2870073.0,10704.60452,480.0,1425.0,739.0,6036.0,1219,7460,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0080,ESCAMBIA COUNTY,POLLARDMCCALL JUNIOR HIGH SCHOOL,101350,101350,1502700300000.0,10135000489,245.0,KG-08,3,245.0,Fall ADA,8377,1726,10369,6621.0,1594.0,8455,1756.0,132.0,1914.0,2052365.0,422870.0,2540405.0,10786.5525,377.0,1379.0,931.0,5690.0,1307,7070,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0103,ESCAMBIA COUNTY,RACHEL PATTERSON ELEMENTARY SCHOOL,101350,101350,1502700300000.0,10135001661,490.0,PK-03,2,490.0,Fall ADA,8403,1801,10297,6722.0,1447.0,8235,1683.0,354.0,2062.0,4117470.0,882490.0,5045530.0,10714.59818,332.0,1351.0,662.0,6060.0,993,7410,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0105,ESCAMBIA COUNTY,W S NEAL ELEMENTARY SCHOOL,101350,101350,1502700300000.0,10135001505,560.0,PK-04,2,560.0,Fall ADA,7829,1565,9507,6190.0,1400.0,7677,1639.0,165.0,1830.0,4384240.0,876400.0,5323920.0,9925.099336,273.0,1366.0,299.0,5891.0,573,7256,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0110,ESCAMBIA COUNTY,W S NEAL HIGH SCHOOL,101350,101350,1502700300000.0,10135000492,409.0,09-12,4,409.0,Fall ADA,9320,1530,11415,7473.0,1324.0,9335,1847.0,206.0,2080.0,3811880.0,625770.0,4668735.0,11831.88894,421.0,1426.0,2104.0,5369.0,2525,6795,0,0,0,0,0,0,0
AL,2018-2019,AL-027,AL-027-0108,ESCAMBIA COUNTY,W S NEAL MIDDLE SCHOOL,101350,101350,1502700300000.0,10135001506,401.0,05-08,3,401.0,Fall ADA,7937,1706,9825,6147.0,1515.0,7818,1790.0,191.0,2007.0,3182737.0,684106.0,3939825.0,10242.8976,331.0,1459.0,856.0,5291.0,1187,6750,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0010,ETOWAH COUNTY,CARLISLE ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000493,325.0,PK-05,2,325.0,Fall ADA,7959,1595,9667,7195.0,1500.0,8810,762.0,94.0,858.0,2586675.0,518375.0,3141775.0,10015.64318,172.0,590.0,204.0,6991.0,377,7582,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0020,ETOWAH COUNTY,DUCK SPRINGS ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138000494,192.0,PK-06,2,192.0,Fall ADA,8403,2046,10593,7609.0,1936.0,9689,794.0,109.0,904.0,1613376.0,392832.0,2033856.0,10941.05575,216.0,578.0,365.0,7244.0,581,7822,0,0,0,0,0,0,0
AL,2018-2019,AL-028,AL-028-0045,ETOWAH COUNTY,GASTON ELEMENTARY SCHOOL,101380,101380,1502800200000.0,10138002453,274.0,PK-06,2,274.0,Fall ADA,6054,864,7023,5422.0,765.0,6291,632.0,99.0,732.0,1658796.0,236736.0,1924302.0,7373.320483,128.0,504.0,59.0,5363.0,187,5867,0,0,0,0,0,0,0
