state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_WI,enrollmetric,pp_stloc_raw_WI,pp_fed_raw_WI,pp_total_raw_WI,pp_site_stloc_raw_WI,pp_site_fed_raw_WI,pp_site_raw_WI,pp_centshare_stloc_raw_WI,pp_centshare_fed_raw_WI,pp_centshare_raw_WI,schoolstloc_raw_WI,schoolfed_raw_WI,schooltot_raw_WI,pp_total_norm_NERDS,distexclu_raw_WI,disttotwexclu_raw_WI,disttot_summed_raw_WI,exclulist_raw_WI,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
WI,2018-2019,63,40,Albany School District,Albany High,5500120.0,5500120.0,50502301000000.0,550012000014.0,96.0,09-12,4.0,96.0,September Count Day,16139.0,797.0,16936.0,11256.0,653.0,11909.0,4883.0,144.0,5027.0,1549344,76512,1625856,17107.94395,2290172.0,7175952.0,4885780.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,70,20,Algoma School District,Algoma Elementary,5500150.0,5500150.0,50503170100000.0,550015000015.0,381.0,PK-06,2.0,381.0,September Count Day,10184.0,627.0,10810.0,8317.0,381.0,8697.0,1867.0,246.0,2113.0,3880104,238887,4118610,10871.28187,3241990.0,10878853.0,7636863.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,70,40,Algoma School District,Algoma High,5500150.0,5500150.0,50503170100000.0,550015000016.0,325.0,07-12,4.0,325.0,September Count Day,10560.0,264.0,10825.0,8693.0,18.0,8712.0,1867.0,246.0,2113.0,3432000,85800,3518125,10886.28187,3241990.0,10878853.0,7636863.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,91,80,Alma Center School District,Lincoln Elementary,5500210.0,5500210.0,50502700500000.0,550021000022.0,355.0,PK-06,2.0,355.0,September Count Day,10366.0,538.0,10904.0,5518.0,0.0,5518.0,4848.0,538.0,5386.0,3679930,190990,3870920,11303.90115,3171834.0,10223388.0,7051554.0,"Aid Transits, Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,91,60,Alma Center School District,Lincoln High,5500210.0,5500210.0,50502700500000.0,550021000020.0,160.0,09-12,4.0,160.0,September Count Day,13684.0,538.0,14222.0,8836.0,0.0,8836.0,4848.0,538.0,5386.0,2189440,86080,2275520,14621.90115,3171834.0,10223388.0,7051554.0,"Aid Transits, Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,91,70,Alma Center School District,Lincoln Junior High,5500210.0,5500210.0,50502700500000.0,550021000021.0,92.0,07-08,3.0,92.0,September Count Day,9297.0,538.0,9835.0,4449.0,0.0,4449.0,4848.0,538.0,5386.0,855324,49496,904820,10234.90115,3171834.0,10223388.0,7051554.0,"Aid Transits, Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,84,20,Alma School District,Alma Elementary,5500180.0,5500180.0,50500600200000.0,550018000017.0,169.0,PK-08,3.0,169.0,September Count Day,12478.0,493.0,12971.0,0.0,0.0,0.0,12478.0,493.0,12971.0,2108782,83317,2192099,13654.47154,1168825.0,4359688.0,3190863.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Fund 21",1,0,0,1,1,1,0
WI,2018-2019,84,40,Alma School District,Alma High,5500180.0,5500180.0,50500600200000.0,550018000018.0,77.0,09-12,4.0,77.0,September Count Day,12478.0,493.0,12971.0,0.0,0.0,0.0,12478.0,493.0,12971.0,960806,37961,998767,13654.47154,1168825.0,4359688.0,3190863.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds, Fund 21",1,0,0,1,1,1,0
WI,2018-2019,105,20,Almond-Bancroft School District,Almond-Bancroft Elementary,5500240.0,5500240.0,50505000200000.0,550024000023.0,187.0,PK-05,2.0,187.0,September Count Day,12814.0,973.0,13788.0,8558.0,902.0,9460.0,4256.0,71.0,4328.0,2396218,181951,2578356,13821.31156,1863655.0,7135377.0,5271722.0,"Aid Transits, Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,105,40,Almond-Bancroft School District,Almond-Bancroft High,5500240.0,5500240.0,50505000200000.0,550024000024.0,126.0,09-12,4.0,126.0,September Count Day,13220.0,556.0,13776.0,8964.0,485.0,9448.0,4256.0,71.0,4328.0,1665720,70056,1735776,13809.31156,1863655.0,7135377.0,5271722.0,"Aid Transits, Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,105,250,Almond-Bancroft School District,Almond-Bancroft Middle,5500240.0,5500240.0,50505000200000.0,550024003076.0,85.0,06-08,3.0,85.0,September Count Day,11116.0,148.0,11266.0,6860.0,77.0,6938.0,4256.0,71.0,4328.0,944860,12580,957610,11299.31156,1863655.0,7135377.0,5271722.0,"Aid Transits, Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,112,80,Altoona School District,Altoona Elementary,5500270.0,5500270.0,50501800100000.0,550027000028.0,543.0,PK-03,2.0,543.0,September Count Day,11036.0,573.0,11609.0,6447.0,456.0,6903.0,4589.0,117.0,4706.0,5992548,311139,6303687,11883.12695,8687096.0,27937264.0,19250168.0,"Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,112,40,Altoona School District,Altoona High,5500270.0,5500270.0,50501800100000.0,550027000026.0,436.0,09-12,4.0,436.0,September Count Day,12873.0,141.0,13014.0,8284.0,24.0,8308.0,4589.0,117.0,4706.0,5612628,61476,5674104,13288.12695,8687096.0,27937264.0,19250168.0,"Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,112,100,Altoona School District,Altoona Intermediate,5500270.0,5500270.0,50501800100000.0,550027002925.0,260.0,04-05,2.0,260.0,September Count Day,10868.0,502.0,11370.0,6279.0,385.0,6664.0,4589.0,117.0,4706.0,2825680,130520,2956200,11644.12695,8687096.0,27937264.0,19250168.0,"Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,112,60,Altoona School District,Altoona Middle,5500270.0,5500270.0,50501800100000.0,550027000027.0,360.0,06-08,3.0,360.0,September Count Day,11572.0,416.0,11988.0,6983.0,299.0,7282.0,4589.0,117.0,4706.0,4165920,149760,4315680,12262.12695,8687096.0,27937264.0,19250168.0,"Capital Projects, Community Services, Debt Service, Equipment, Facilities, Food Service, Interfund Transfers, Public Choice Tuition, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,119,40,Amery School District,Amery High,5500300.0,5500300.0,50504900600000.0,550030000030.0,481.0,09-12,4.0,481.0,September Count Day,11751.0,257.0,12008.0,7981.0,0.0,7981.0,3770.0,257.0,4027.0,5652231,123617,5775848,12603.34106,8571530.0,27120903.0,18549373.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,119,50,Amery School District,Amery Intermediate,5500300.0,5500300.0,50504900600000.0,550030000075.0,289.0,03-05,2.0,289.0,September Count Day,11950.0,638.0,12588.0,8180.0,381.0,8561.0,3770.0,257.0,4027.0,3453550,184382,3637932,13183.34106,8571530.0,27120903.0,18549373.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,119,60,Amery School District,Amery Middle,5500300.0,5500300.0,50504900600000.0,550030000031.0,365.0,06-08,3.0,365.0,September Count Day,10978.0,257.0,11235.0,7208.0,0.0,7208.0,3770.0,257.0,4027.0,4006970,93805,4100775,11830.34106,8571530.0,27120903.0,18549373.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,119,20,Amery School District,Lien Elementary,5500300.0,5500300.0,50504900600000.0,550030000029.0,419.0,PK-03,2.0,419.0,September Count Day,11453.0,562.0,12015.0,7683.0,305.0,7988.0,3770.0,257.0,4027.0,4798807,235478,5034285,12610.34106,8571530.0,27120903.0,18549373.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,70,Antigo Unified School District,Antigo High,5500360.0,5500360.0,50503450400000.0,550036000037.0,770.0,08-12,4.0,770.0,September Count Day,10923.0,393.0,11316.0,7124.0,85.0,7209.0,3799.0,308.0,4107.0,8410710,302610,8713320,11500.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,50,Antigo Unified School District,Antigo Middle,5500360.0,5500360.0,50503450400000.0,550036000036.0,499.0,04-07,3.0,499.0,September Count Day,10801.0,606.0,11407.0,7002.0,298.0,7300.0,3799.0,308.0,4107.0,5389699,302394,5692093,11591.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,80,Antigo Unified School District,Crestwood Elementary,5500360.0,5500360.0,50503450400000.0,550036000038.0,,,,113.0,September Count Day,12264.0,308.0,12572.0,8465.0,0.0,8465.0,3799.0,308.0,4107.0,1385832,34804,1420636,12756.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,100,Antigo Unified School District,East Elementary,5500360.0,5500360.0,50503450400000.0,550036000039.0,118.0,PK-03,2.0,118.0,September Count Day,13413.0,1580.0,14993.0,9614.0,1272.0,10886.0,3799.0,308.0,4107.0,1582734,186440,1769174,15177.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,180,Antigo Unified School District,North Elementary,5500360.0,5500360.0,50503450400000.0,550036000042.0,153.0,PK-03,2.0,153.0,September Count Day,11793.0,2157.0,13950.0,7994.0,1849.0,9843.0,3799.0,308.0,4107.0,1804329,330021,2134350,14134.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,200,Antigo Unified School District,Pleasant View Elementary,5500360.0,5500360.0,50503450400000.0,550036000043.0,,,,245.0,September Count Day,7034.0,308.0,7342.0,3235.0,0.0,3235.0,3799.0,308.0,4107.0,1723330,75460,1798790,7526.893457,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,9100,Antigo Unified School District,Rural Virtual Academy,5500360.0,5500360.0,50503450400000.0,,,,,0.0,September Count Day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,260,Antigo Unified School District,Spring Valley Elementary,5500360.0,5500360.0,50503450400000.0,550036000045.0,,,,116.0,September Count Day,10645.0,308.0,10953.0,6846.0,0.0,6846.0,3799.0,308.0,4107.0,1234820,35728,1270548,11137.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,140,280,Antigo Unified School District,West Elementary,5500360.0,5500360.0,50503450400000.0,550036000046.0,220.0,PK-03,2.0,220.0,September Count Day,12849.0,1765.0,14613.0,9050.0,1457.0,10506.0,3799.0,308.0,4107.0,2826780,388300,3214860,14797.89346,8778565.0,34791916.0,26013351.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds",1,0,0,1,1,0,0
WI,2018-2019,147,155,Appleton Area School District,Appleton Bilingual School,5500390.0,5500390.0,50504560100000.0,550039002880.0,176.0,KG-06,2.0,176.0,September Count Day,6804.0,368.0,7173.0,4599.0,185.0,4784.0,2205.0,183.0,2389.0,1197504,64768,1262448,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,165,Appleton Area School District,Appleton Community 4K,5500390.0,5500390.0,50504560100000.0,550039002976.0,933.0,PK-PK,1.0,933.0,September Count Day,6852.0,690.0,7543.0,4647.0,507.0,5154.0,2205.0,183.0,2389.0,6392916,643770,7037619,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,800,Appleton Area School District,Appleton Cooperative Educational Center,5500390.0,5500390.0,50504560100000.0,550039002679.0,1.0,04-12,4.0,1.0,September Count Day,73357.0,183.0,73541.0,71152.0,0.0,71152.0,2205.0,183.0,2389.0,73357,183,73541,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,440,Appleton Area School District,Appleton eSchool,5500390.0,5500390.0,50504560100000.0,550039002549.0,17.0,07-12,4.0,17.0,September Count Day,36940.0,892.0,37834.0,34735.0,709.0,35445.0,2205.0,183.0,2389.0,627980,15164,643178,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,145,Appleton Area School District,Appleton Public Montessori,5500390.0,5500390.0,50504560100000.0,550039002583.0,155.0,PK-06,2.0,155.0,September Count Day,8206.0,198.0,8405.0,6001.0,15.0,6016.0,2205.0,183.0,2389.0,1271930,30690,1302775,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,490,Appleton Area School District,Appleton Technical Academy,5500390.0,5500390.0,50504560100000.0,550039002964.0,78.0,09-12,4.0,78.0,September Count Day,6976.0,208.0,7185.0,4771.0,25.0,4796.0,2205.0,183.0,2389.0,544128,16224,560430,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,820,Appleton Area School District,Appleview,5500390.0,5500390.0,50504560100000.0,550039003021.0,36.0,PK-12,4.0,36.0,September Count Day,2205.0,183.0,2389.0,0.0,0.0,0.0,2205.0,183.0,2389.0,79380,6588,86004,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,1,1
WI,2018-2019,147,60,Appleton Area School District,Badger Elementary,5500390.0,5500390.0,50504560100000.0,550039000049.0,357.0,PK-06,2.0,357.0,September Count Day,10629.0,657.0,11288.0,8424.0,474.0,8899.0,2205.0,183.0,2389.0,3794553,234549,4029816,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,220,Appleton Area School District,Berry Elementary,5500390.0,5500390.0,50504560100000.0,550039002427.0,460.0,PK-06,2.0,460.0,September Count Day,10212.0,652.0,10865.0,8007.0,469.0,8476.0,2205.0,183.0,2389.0,4697520,299920,4997900,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,110,Appleton Area School District,Classical School,5500390.0,5500390.0,50504560100000.0,550039001619.0,481.0,KG-08,3.0,481.0,September Count Day,7809.0,204.0,8014.0,5604.0,21.0,5625.0,2205.0,183.0,2389.0,3756129,98124,3854734,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
WI,2018-2019,147,80,Appleton Area School District,Columbus Elementary,5500390.0,5500390.0,50504560100000.0,550039000050.0,158.0,PK-06,2.0,158.0,September Count Day,13783.0,1160.0,14944.0,11578.0,977.0,12555.0,2205.0,183.0,2389.0,2177714,183280,2361152,,66325869.0,233030928.0,166705059.0,"Aid Transits, Capital Projects, Certain Non-Accountability Students, Community Services, Cooperative Programs, Debt Service, Equipment, Facilities, Food Service, Independent Charter Tuition, Interfund Transfers, Private Choice Tuition, Public Choice Tuition, TEACH Fund, Trust Funds, Facilities &amp; Operations Expenses",1,0,0,1,1,0,1
